Legionair140
1.005575841 0.001895897
0.91721626  0.014233491
0.762893172 0.033724046
0.597688104 0.055160539
0.502902052 0.064917888
0.42347983  0.072080067
0.343390379 0.075365732
0.271606176 0.074768737
0.205572435 0.071583157
0.149121334 0.06386788
0.092621946 0.049044857
0.036074273 0.027114087
0.009038322 0.009686236
0.001303731 0.003229916
0.001264224 -0.002585513
0.007651187 -0.005820697
0.048633106 -0.011018061
0.138349094 -0.012371834
0.246668485 -0.011153702
0.364601244 -0.009942154
0.498556283 -0.00874158
0.600462372 -0.008165217
0.719676914 -0.006954547
0.830564259 -0.005092012
0.942724608 -0.004522673
1.004891053 -0.004565252
