GOE602
1.0000000 0.0000050
0.9967549 0.0008154
0.9934556 0.0016362
0.9901017 0.0024673
0.9866926 0.0033084
0.9832276 0.0041593
0.9797064 0.0050199
0.9761283 0.0058898
0.9724928 0.0067689
0.9687993 0.0076569
0.9650473 0.0085536
0.9612362 0.0094588
0.9573655 0.0103723
0.9534346 0.0112939
0.9494431 0.0122233
0.9453903 0.0131603
0.9412756 0.0141047
0.9370987 0.0150563
0.9328588 0.0160149
0.9285554 0.0169802
0.9241881 0.0179520
0.9197562 0.0189301
0.9152592 0.0199143
0.9106966 0.0209043
0.9060677 0.0219000
0.9013722 0.0229011
0.8966093 0.0239074
0.8917788 0.0249186
0.8868805 0.0259344
0.8819141 0.0269543
0.8768793 0.0279781
0.8717759 0.0290054
0.8666037 0.0300359
0.8613624 0.0310692
0.8560518 0.0321049
0.8506716 0.0331428
0.8452216 0.0341825
0.8397016 0.0352235
0.8341113 0.0362657
0.8284505 0.0373087
0.8227189 0.0383520
0.8169162 0.0393954
0.8110424 0.0404385
0.8050970 0.0414809
0.7990799 0.0425224
0.7929911 0.0435625
0.7868311 0.0446007
0.7806008 0.0456367
0.7743007 0.0466698
0.7679316 0.0476996
0.7614943 0.0487255
0.7549893 0.0497472
0.7484176 0.0507642
0.7417796 0.0517758
0.7350762 0.0527817
0.7283081 0.0537813
0.7214760 0.0547742
0.7145805 0.0557599
0.7076224 0.0567378
0.7006025 0.0577076
0.6935214 0.0586686
0.6863806 0.0596203
0.6791815 0.0605620
0.6719257 0.0614932
0.6646146 0.0624131
0.6572496 0.0633212
0.6498324 0.0642169
0.6423643 0.0650994
0.6348469 0.0659683
0.6272817 0.0668227
0.6196701 0.0676622
0.6120137 0.0684861
0.6043139 0.0692937
0.5965723 0.0700845
0.5887907 0.0708577
0.5809714 0.0716126
0.5731170 0.0723486
0.5652296 0.0730649
0.5573118 0.0737608
0.5493659 0.0744356
0.5413943 0.0750885
0.5333993 0.0757189
0.5253833 0.0763261
0.5173488 0.0769093
0.5092980 0.0774677
0.5012334 0.0780008
0.4931573 0.0785078
0.4850721 0.0789881
0.4769803 0.0794411
0.4688841 0.0798662
0.4607859 0.0802629
0.4526882 0.0806305
0.4445933 0.0809686
0.4365035 0.0812766
0.4284213 0.0815538
0.4203490 0.0817997
0.4122891 0.0820138
0.4042438 0.0821954
0.3962157 0.0823439
0.3882070 0.0824590
0.3802205 0.0825404
0.3722588 0.0825876
0.3643244 0.0826005
0.3564200 0.0825788
0.3485482 0.0825220
0.3407115 0.0824299
0.3329125 0.0823023
0.3251539 0.0821388
0.3174383 0.0819391
0.3097683 0.0817029
0.3021464 0.0814299
0.2945753 0.0811199
0.2870571 0.0807726
0.2795938 0.0803881
0.2721875 0.0799664
0.2648401 0.0795074
0.2575536 0.0790111
0.2503301 0.0784774
0.2431715 0.0779065
0.2360798 0.0772981
0.2290571 0.0766524
0.2221053 0.0759692
0.2152264 0.0752486
0.2084225 0.0744905
0.2016954 0.0736950
0.1950474 0.0728619
0.1884804 0.0719915
0.1819968 0.0710843
0.1755988 0.0701404
0.1692887 0.0691603
0.1630686 0.0681444
0.1569410 0.0670928
0.1509079 0.0660061
0.1449717 0.0648846
0.1391338 0.0637288
0.1333957 0.0625394
0.1277589 0.0613172
0.1222247 0.0600627
0.1167946 0.0587767
0.1114699 0.0574598
0.1062522 0.0561127
0.1011427 0.0547360
0.0961429 0.0533305
0.0912547 0.0518976
0.0864800 0.0504388
0.0818207 0.0489557
0.0772789 0.0474500
0.0728563 0.0459233
0.0685545 0.0443777
0.0643744 0.0428159
0.0603168 0.0412407
0.0563827 0.0396547
0.0525729 0.0380606
0.0488883 0.0364612
0.0453299 0.0348593
0.0418987 0.0332574
0.0385958 0.0316585
0.0354223 0.0300654
0.0323793 0.0284807
0.0294677 0.0269073
0.0266888 0.0253479
0.0240436 0.0238053
0.0215330 0.0222819
0.0191579 0.0207793
0.0169188 0.0192993
0.0148167 0.0178435
0.0128522 0.0164135
0.0110260 0.0150110
0.0093387 0.0136367
0.0077904 0.0122912
0.0063814 0.0109750
0.0051121 0.0096885
0.0039826 0.0084323
0.0029934 0.0072069
0.0021446 0.0060127
0.0014366 0.0048503
0.0008696 0.0037202
0.0004440 0.0026228
0.0001599 0.0015587
0.0000178 0.0005284
0.0000178 -0.0004677
0.0001599 -0.0014297
0.0004440 -0.0023580
0.0008696 -0.0032533
0.0014366 -0.0041163
0.0021446 -0.0049476
0.0029934 -0.0057477
0.0039826 -0.0065174
0.0051121 -0.0072571
0.0063814 -0.0079676
0.0077904 -0.0086494
0.0093387 -0.0093032
0.0110260 -0.0099296
0.0128522 -0.0105292
0.0148167 -0.0111027
0.0169188 -0.0116512
0.0191579 -0.0121759
0.0215330 -0.0126777
0.0240436 -0.0131578
0.0266888 -0.0136173
0.0294677 -0.0140572
0.0323793 -0.0144783
0.0354223 -0.0148815
0.0385958 -0.0152678
0.0418987 -0.0156380
0.0453299 -0.0159930
0.0488883 -0.0163337
0.0525729 -0.0166609
0.0563827 -0.0169751
0.0603168 -0.0172761
0.0643744 -0.0175639
0.0685545 -0.0178386
0.0728563 -0.0181001
0.0772789 -0.0183485
0.0818207 -0.0185834
0.0864800 -0.0188044
0.0912547 -0.0190111
0.0961429 -0.0192030
0.1011427 -0.0193797
0.1062522 -0.0195407
0.1114699 -0.0196861
0.1167946 -0.0198155
0.1222247 -0.0199289
0.1277589 -0.0200262
0.1333957 -0.0201073
0.1391338 -0.0201720
0.1449717 -0.0202202
0.1509079 -0.0202517
0.1569410 -0.0202666
0.1630686 -0.0202651
0.1692887 -0.0202474
0.1755988 -0.0202138
0.1819968 -0.0201645
0.1884804 -0.0200999
0.1950474 -0.0200202
0.2016954 -0.0199256
0.2084225 -0.0198165
0.2152264 -0.0196934
0.2221053 -0.0195569
0.2290571 -0.0194075
0.2360798 -0.0192456
0.2431715 -0.0190719
0.2503301 -0.0188868
0.2575536 -0.0186910
0.2648401 -0.0184849
0.2721875 -0.0182690
0.2795938 -0.0180439
0.2870571 -0.0178101
0.2945753 -0.0175682
0.3021464 -0.0173187
0.3097683 -0.0170620
